	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
139	SemiBin_9	27.8	4.02	Neural Network (Specific Model)	11	0.889	3699	290.60915867944624	918646	0.6	939	241	12664		SRR24759599	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
140	SemiBin_94	6.59	0.0	Neural Network (Specific Model)	11	0.757	4553	234.8951965065502	212998	0.32	229	43	30165		SRR24759599	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
141	SemiBin_97	8.01	0.33	Neural Network (Specific Model)	11	0.746	5800	234.1432506887052	341213	0.35	363	63	43095		SRR24759599	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
142	SemiBin_0	22.05	0.12	Neural Network (Specific Model)	11	0.855	3722	266.7514705882353	635631	0.42	680	159	50078		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
143	SemiBin_1	58.26	13.68	Neural Network (Specific Model)	11	0.886	4609	279.02272727272725	2035519	0.34	2156	462	16061		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
144	SemiBin_10	72.88	23.29	Neural Network (Specific Model)	11	0.865	6123	279.4765848996496	3037884	0.34	3139	555	32879		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
145	SemiBin_105	8.25	0.0	Neural Network (Specific Model)	11	0.85	6983	247.22649572649573	203736	0.34	234	35	13079		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
146	SemiBin_11	64.77	1.39	Neural Network (Specific Model)	11	0.83	14902	295.1051314142678	1701665	0.46	1598	165	61941		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
147	SemiBin_12	12.92	0.91	Neural Network (Specific Model)	11	0.732	4018	219.61909758656876	855954	0.29	953	202	25903		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
148	SemiBin_123	11.71	0.6	Neural Network (Specific Model)	11	0.869	114470	306.23880597014926	424768	0.33	402	17	143859		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
149	SemiBin_13	8.37	0.08	Neural Network (Specific Model)	11	0.844	5978	189.91454545454545	369111	0.36	550	68	36055		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
150	SemiBin_14	50.28	0.36	Gradient Boost (General Model)	11	0.9	4260	271.49776785714283	809680	0.37	896	194	11902		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
151	SemiBin_17	34.43	9.46	Neural Network (Specific Model)	11	0.864	3993	291.0966149506347	1429480	0.57	1418	351	24161		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
152	SemiBin_18	81.19	1.74	Neural Network (Specific Model)	11	0.912	9918	307.6866485013624	2965026	0.42	2936	372	41502		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
153	SemiBin_19	13.13	1.31	Neural Network (Specific Model)	11	0.765	5312	237.67054908485855	559020	0.36	601	116	16927		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
154	SemiBin_2	81.09	37.15	Neural Network (Specific Model)	11	0.826	4582	270.50640864538826	3903788	0.45	3979	835	30753		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
155	SemiBin_20	46.64	3.83	Neural Network (Specific Model)	11	0.881	4150	278.00625558534404	1057481	0.44	1119	249	13727		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
156	SemiBin_21	25.78	5.47	Neural Network (Specific Model)	11	0.907	4225	292.34798534798534	527173	0.38	546	126	21205		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
157	SemiBin_22	54.68	2.0	Neural Network (Specific Model)	11	0.905	4640	265.3250883392226	993886	0.37	1132	224	18805		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
158	SemiBin_24	20.69	0.0	Neural Network (Specific Model)	11	0.905	3452	243.4988913525499	363234	0.35	451	102	7260		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
159	SemiBin_26	12.43	0.25	Neural Network (Specific Model)	11	0.896	6912	327.62310606060606	578294	0.35	528	102	41398		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
160	SemiBin_27	99.8	1.76	Neural Network (Specific Model)	11	0.819	123140	311.44120100083404	2729701	0.45	2398	60	422413		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
161	SemiBin_29	10.09	0.0	Neural Network (Specific Model)	11	0.907	3644	311.646511627907	221352	0.61	215	60	8402		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
162	SemiBin_3	54.6	10.66	Neural Network (Specific Model)	11	0.904	6176	269.7997065297139	1218307	0.36	1363	211	18081		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
163	SemiBin_30	7.51	0.02	Neural Network (Specific Model)	11	0.864	15191	287.90047393364927	210511	0.35	211	21	32914		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
164	SemiBin_31	12.55	0.41	Neural Network (Specific Model)	11	0.886	136199	264.417348608838	546072	0.37	611	33	154397		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
165	SemiBin_33	94.16	0.42	Neural Network (Specific Model)	11	0.895	55624	290.2817974105103	1275617	0.45	1313	60	203017		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
166	SemiBin_34	40.27	0.61	Neural Network (Specific Model)	11	0.894	3555	257.6789743589744	841333	0.38	975	235	6970		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
167	SemiBin_35	10.91	0.55	Neural Network (Specific Model)	11	0.759	4856	243.8490028490029	675361	0.39	702	138	38085		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
168	SemiBin_36	14.45	0.0	Neural Network (Specific Model)	11	0.884	3278	237.73477406679768	409680	0.32	509	121	8736		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
169	SemiBin_37	55.6	0.12	Neural Network (Specific Model)	11	0.822	4686	268.56739526411656	1075557	0.4	1098	244	16024		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
170	SemiBin_39	46.76	1.14	Neural Network (Specific Model)	11	0.916	4146	279.0854449027696	1547164	0.44	1697	374	15798		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
171	SemiBin_4	45.92	5.37	Neural Network (Specific Model)	11	0.886	3470	248.0167441860465	901308	0.36	1075	252	9844		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
172	SemiBin_40	5.66	0.21	Neural Network (Specific Model)	11	0.693	4594	226.2905982905983	228456	0.39	234	50	9577		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
173	SemiBin_42	85.59	22.52	Neural Network (Specific Model)	11	0.866	139173	303.95525884282034	4488463	0.38	4269	62	513259		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
174	SemiBin_43	79.97	19.24	Gradient Boost (General Model)	11	0.885	168040	322.2679389312977	2857219	0.39	2620	36	489502		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
175	SemiBin_44	7.15	0.01	Neural Network (Specific Model)	11	0.839	12819	243.51458885941645	327215	0.39	377	37	92186		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
176	SemiBin_45	31.93	0.73	Neural Network (Specific Model)	11	0.906	4307	259.2279792746114	330961	0.37	386	79	18022		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
177	SemiBin_47	81.43	0.83	Neural Network (Specific Model)	11	0.903	18551	306.0362127499057	2693443	0.36	2651	216	51499		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
178	SemiBin_48	99.89	0.04	Neural Network (Specific Model)	11	0.844	118501	315.3940242763772	2397813	0.3	2142	40	248517		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
179	SemiBin_5	50.27	6.55	Neural Network (Specific Model)	11	0.881	3661	260.4659793814433	2145182	0.42	2425	574	14963		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
180	SemiBin_56	6.74	0.0	Neural Network (Specific Model)	11	0.803	4065	229.33839479392623	394014	0.36	461	95	10801		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
181	SemiBin_57	8.63	0.37	Neural Network (Specific Model)	11	0.894	5751	310.9465240641711	389544	0.36	374	72	26756		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
182	SemiBin_6	10.24	0.36	Neural Network (Specific Model)	11	0.758	5924	247.16065573770493	595418	0.29	610	110	21164		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
183	SemiBin_7	86.97	4.35	Neural Network (Specific Model)	11	0.874	12879	309.40976645435245	1999406	0.34	1884	202	67638		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
184	SemiBin_8	63.19	5.69	Neural Network (Specific Model)	11	0.902	4958	314.71557971014494	1154853	0.61	1104	249	15009		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
185	SemiBin_84	99.79	0.56	Neural Network (Specific Model)	11	0.897	23593	289.48559381588194	2750380	0.31	2846	177	105510		SRR24759600	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
186	SemiBin_0	57.67	0.2	Neural Network (Specific Model)	11	0.872	4382	276.94978723404256	1117706	0.43	1175	261	13717		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
187	SemiBin_1	75.42	0.18	Neural Network (Specific Model)	11	0.898	9182	327.3957968476357	1246833	0.61	1142	175	42704		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
188	SemiBin_10	8.89	0.02	Neural Network (Specific Model)	11	0.899	20911	267.0332326283988	294359	0.39	331	31	43653		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
189	SemiBin_11	84.37	4.13	Neural Network (Specific Model)	11	0.902	9319	286.2186147186148	1318054	0.37	1386	173	35383		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
190	SemiBin_14	46.04	1.8	Neural Network (Specific Model)	11	0.897	4401	262.7957839262187	665892	0.37	759	154	13982		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
191	SemiBin_15	8.25	0.0	Neural Network (Specific Model)	11	0.812	4405	263.9530201342282	435198	0.34	447	99	17618		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
192	SemiBin_16	11.59	0.01	Neural Network (Specific Model)	11	0.9	3176	294.1489898989899	387562	0.62	396	116	9731		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
193	SemiBin_17	19.69	0.15	Neural Network (Specific Model)	11	0.83	5411	257.0429864253394	819514	0.41	884	153	50077		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
194	SemiBin_19	6.45	0.03	Neural Network (Specific Model)	11	0.707	3884	226.7294520547945	280000	0.41	292	69	14510		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
195	SemiBin_2	77.87	3.18	Neural Network (Specific Model)	11	0.871	6036	283.14204545454544	2572299	0.4	2640	470	17361		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
196	SemiBin_20	16.48	0.03	Neural Network (Specific Model)	11	0.847	3632	252.218487394958	530228	0.46	595	142	10089		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
197	SemiBin_3	62.8	3.48	Neural Network (Specific Model)	11	0.858	5360	280.2275263484191	1578412	0.42	1613	319	23319		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
198	SemiBin_32	6.11	0.02	Neural Network (Specific Model)	11	0.865	58714	298.7543859649123	236187	0.35	228	11	68501		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
199	SemiBin_4	93.9	27.79	Neural Network (Specific Model)	11	0.873	6018	282.0322684737012	3000131	0.34	3099	554	36492		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
200	SemiBin_5	72.52	27.47	Neural Network (Specific Model)	11	0.845	4115	272.6012835940634	2408851	0.46	2493	585	17320		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
201	SemiBin_6	62.51	12.13	Neural Network (Specific Model)	11	0.895	4101	260.33728144388044	1544216	0.36	1773	386	15073		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
202	SemiBin_7	41.72	0.15	Neural Network (Specific Model)	11	0.882	4870	269.2037037037037	987220	0.34	1080	209	14598		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
203	SemiBin_8	9.43	0.05	Neural Network (Specific Model)	11	0.766	3330	228.20149253731344	358660	0.44	402	98	11855		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
204	SemiBin_9	5.88	0.0	Neural Network (Specific Model)	11	0.752	3834	227.88844621513945	227623	0.29	251	59	11115		SRR24759601	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
205	SemiBin_0	37.77	0.03	Neural Network (Specific Model)	11	0.895	3718	266.6418626980317	1858184	0.56	2083	498	14138		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
206	SemiBin_1	66.67	25.83	Neural Network (Specific Model)	11	0.836	4400	270.3980996068152	2956097	0.45	3052	673	40486		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
207	SemiBin_10	77.25	18.76	Neural Network (Specific Model)	11	0.894	7839	278.4757548032937	2040578	0.36	2186	318	38020		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
208	SemiBin_11	75.06	27.53	Neural Network (Specific Model)	11	0.903	7486	278.68922071861874	1981569	0.36	2143	315	35660		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
209	SemiBin_12	86.43	12.09	Neural Network (Specific Model)	11	0.874	13755	305.4921223354958	2259788	0.34	2158	233	63228		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
210	SemiBin_13	25.91	0.47	Neural Network (Specific Model)	11	0.864	3593	249.12645914396887	443812	0.43	514	119	9799		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
211	SemiBin_14	13.37	0.23	Neural Network (Specific Model)	11	0.845	3503	281.1509715994021	666121	0.56	669	177	37292		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
212	SemiBin_15	41.36	3.87	Neural Network (Specific Model)	11	0.9	4312	257.7171853856563	633672	0.37	739	146	18970		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
213	SemiBin_16	11.91	0.34	Neural Network (Specific Model)	11	0.785	3636	236.37888198757764	725811	0.31	805	193	12728		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
214	SemiBin_17	16.16	0.04	Neural Network (Specific Model)	11	0.899	5354	273.3059273422562	476574	0.38	523	84	53780		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
215	SemiBin_18	8.48	0.11	Neural Network (Specific Model)	11	0.723	4474	233.779443254818	451808	0.4	467	97	40206		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
216	SemiBin_2	67.99	0.37	Neural Network (Specific Model)	11	0.877	6016	287.1587133262637	2772942	0.41	2829	508	21127		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
217	SemiBin_20	4.73	0.0	Neural Network (Specific Model)	11	0.807	14916	281.8362831858407	236444	0.42	226	25	50078		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
218	SemiBin_21	45.51	0.04	Neural Network (Specific Model)	11	0.823	9453	283.4561855670103	1199941	0.46	1164	162	55626		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
219	SemiBin_24	8.78	0.06	Neural Network (Specific Model)	11	0.845	5449	225.9770408163265	313595	0.32	392	63	10504		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
220	SemiBin_31	21.02	0.7	Neural Network (Specific Model)	11	0.846	8274	284.6927374301676	541754	0.46	537	84	30546		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
221	SemiBin_32	5.97	0.02	Neural Network (Specific Model)	11	0.676	5135	214.70535714285717	213096	0.29	224	42	19274		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
222	SemiBin_39	32.18	6.35	Neural Network (Specific Model)	11	0.897	3684	276.94389689158453	1220732	0.35	1319	325	9450		SRR24759602	checkm2 on collection 1105: Quality report	semibin-single-sample-binning
